,pitch_type,release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,vx0,vy0,ax,ay,az,effective_speed,release_spin_rate,release_extension,pitch_name
179,FF,96.5,-1.4586,6.0047,-0.5595,1.298,6.2644,-140.2943,-8.819,33.1318,-14.3267,96.19,2067.0,6.261,4-Seam Fastball
180,SL,87.9,-1.4921,5.9301,0.497,0.4275,4.8022,-127.9221,4.3667,27.1413,-27.4145,87.416,2150.0,6.042,Slider
181,SL,88.2,-1.642,5.9102,0.216,0.4725,6.4006,-128.171,1.0613,25.9437,-26.2532,87.741,2356.0,6.029,Slider
182,SL,88.9,-1.5207,6.0255,0.0004,0.2559,4.5013,-129.4671,-0.9048,26.1565,-28.7953,89.338,2147.0,6.443,Slider
183,SL,87.8,-1.7798,6.0982,0.1974,-0.1201,6.7635,-127.4692,0.5768,29.1523,-32.2548,87.077,2485.0,6.215,Slider
184,SI,94.9,-1.4558,6.2448,-1.1234,0.7469,7.7666,-138.0665,-16.2118,27.9753,-21.3302,95.942,2293.0,6.699,Sinker
185,CU,82.4,-1.6241,6.1045,0.702,-0.4306,2.7989,-119.943,6.2108,22.7204,-36.4516,82.31,2234.0,6.165,Curveball
186,SL,86.7,-1.7312,6.0807,0.3874,-0.2296,4.3276,-126.1531,3.1589,27.5393,-33.8491,86.429,2341.0,6.286,Slider
187,SL,88.9,-1.7947,6.1052,0.1348,0.1444,8.5042,-128.8801,-0.4682,29.7172,-28.622,88.377,2405.0,6.419,Slider
188,SI,94.3,-1.487,6.2564,-1.1385,0.4258,8.0892,-137.2846,-16.4517,28.2038,-25.8467,95.812,2229.0,6.974,Sinker
189,SI,94.8,-1.3685,6.1735,-1.0182,0.486,9.1163,-137.8882,-14.9967,28.2351,-25.4443,95.426,2134.0,6.499,Sinker
190,SI,94.2,-1.4411,6.295,-0.9588,0.4075,7.2144,-137.1716,-13.6527,27.434,-26.5413,94.828,2249.0,6.402,Sinker
191,SL,87.1,-1.5987,6.1468,0.2038,-0.323,5.3485,-126.6835,1.0011,27.6218,-35.1939,86.602,2235.0,6.151,Slider
192,SI,93.5,-1.8514,6.2451,-1.2969,0.3435,6.1353,-136.0776,-17.7978,29.2961,-26.7866,94.735,2306.0,6.958,Sinker
193,FF,94.2,-1.5141,6.2613,-0.2746,1.1327,7.9171,-136.9306,-5.3186,30.3754,-15.7211,95.741,2128.0,7.245,4-Seam Fastball
194,CU,81.3,-1.7463,6.101,0.9008,-0.2457,2.6102,-118.3148,7.8289,23.3044,-33.937,80.812,2400.0,6.024,Curveball
195,SI,93.2,-1.7055,6.193,-0.9722,0.6179,8.5965,-135.3029,-13.8016,28.2177,-23.0513,93.379,2255.0,6.425,Sinker
196,SL,87.4,-1.7289,6.0765,0.0331,-0.492,3.6944,-127.1969,-0.4101,26.3934,-37.0121,87.18,2342.0,6.169,Slider
197,SI,94.5,-1.7272,6.1742,-1.0027,0.3581,4.5482,-137.6927,-14.0309,28.5511,-26.5911,96.034,2188.0,6.951,Sinker
198,FF,94.2,-1.5882,6.2869,-0.3644,1.0431,4.6532,-137.2852,-5.7419,30.1217,-18.244,95.67,2057.0,7.034,4-Seam Fastball
199,SL,88.4,-1.6664,6.0539,0.2812,-0.0024,7.3474,-128.7104,1.5837,28.0263,-32.0368,89.415,2377.0,6.996,Slider
200,CH,88.9,-1.8796,6.1259,-0.9839,0.6418,4.9831,-129.5557,-12.3437,25.9935,-24.508,90.25,1313.0,6.945,Changeup
201,SL,85.9,-1.7568,6.1302,-0.0286,-0.6116,5.3845,-124.9636,-1.452,26.8108,-38.0264,85.47,2231.0,6.173,Slider
202,SI,94.0,-1.5243,6.2321,-1.085,0.4546,7.0617,-136.8044,-15.2478,28.1514,-25.2616,94.752,2233.0,6.569,Sinker
203,SI,94.7,-1.4559,6.2812,-1.1345,0.4733,9.6128,-137.4099,-16.4603,28.5758,-24.3389,94.861,2141.0,6.403,Sinker
204,SL,89.4,-1.7638,6.0788,0.2147,0.1709,7.6703,-129.8754,0.6652,29.3084,-29.1608,88.699,2427.0,6.121,Slider
205,SL,88.0,-1.7816,6.1588,0.2266,0.0533,6.8739,-127.9201,1.0073,27.4318,-30.396,87.892,2433.0,6.369,Slider
206,CU,83.0,-1.5316,6.207,0.5005,-0.7761,-0.6807,-120.9433,5.0076,22.2534,-39.6351,82.967,2092.0,6.065,Curveball
207,FF,92.8,-1.5415,6.3043,0.0044,0.9062,5.577,-135.1879,-1.0529,26.8424,-20.0316,93.742,2135.0,6.584,4-Seam Fastball
208,FF,93.8,-1.3513,6.342,-0.222,1.4831,8.2819,-136.5016,-4.6864,30.8211,-12.748,94.637,2084.0,6.833,4-Seam Fastball
209,SI,93.1,-1.2827,6.3299,-1.1424,0.2913,6.3261,-135.3438,-15.2012,28.3025,-28.1004,92.572,2046.0,5.934,Sinker
210,CH,87.6,-1.3993,5.9228,-1.4749,0.5274,6.44,-127.497,-17.649,25.9573,-25.4464,88.444,1788.0,6.783,Changeup
211,FF,96.3,-1.5585,5.8845,-0.5294,1.3034,4.495,-140.0798,-7.9696,32.2971,-14.2662,96.119,2105.0,6.252,4-Seam Fastball
212,SL,90.3,-1.5266,5.8126,0.2002,0.4676,3.5229,-131.4974,1.6115,26.5291,-25.8065,90.472,2173.0,6.245,Slider
213,CH,86.8,-1.4623,5.9157,-1.4061,0.5881,6.075,-126.2792,-16.3363,26.1919,-25.2222,86.984,1759.0,6.46,Changeup
214,FF,96.3,-1.4716,6.0102,-0.8031,1.3131,8.0785,-140.0118,-12.4444,32.9189,-14.1741,96.251,2274.0,6.402,4-Seam Fastball
215,FF,95.4,-1.484,5.9205,-0.888,1.5494,4.5432,-138.7179,-12.491,32.9682,-11.2841,95.205,2229.0,6.359,4-Seam Fastball
216,FF,95.0,-1.598,5.9687,-0.8611,1.1917,3.7227,-138.2013,-11.8267,32.7752,-16.8677,94.671,2220.0,6.258,4-Seam Fastball
217,FT,94.9,-1.3414,6.0177,-1.1258,1.2329,6.341,-138.0084,-15.7796,32.7581,-15.5972,94.561,2287.0,6.277,2-Seam Fastball
218,FT,94.9,-1.5977,5.9048,-1.4995,1.0044,0.8462,-138.1612,-19.2328,34.2903,-19.2733,94.577,2253.0,6.333,2-Seam Fastball
219,FT,95.9,-1.6352,5.9571,-1.0373,1.0975,6.7999,-139.5392,-15.0653,30.5926,-17.1324,96.102,2186.0,6.352,2-Seam Fastball
220,CH,85.6,-1.5977,5.8984,-1.3853,0.6809,6.2666,-124.4835,-15.7217,25.1531,-24.3228,85.817,1797.0,6.478,Changeup
221,FF,95.3,-1.6272,6.051,-0.9044,1.3994,4.8148,-138.7034,-12.6778,31.4961,-13.8723,95.052,2238.0,6.169,4-Seam Fastball
222,FF,93.3,-1.5008,6.1041,-0.6874,1.2187,4.8135,-135.7207,-9.5422,27.9258,-15.852,93.719,2135.0,6.42,4-Seam Fastball
223,SL,88.8,-1.5448,5.9225,0.2736,0.4084,3.6758,-129.2645,2.3122,26.6088,-26.9577,88.962,2236.0,6.342,Slider
224,CH,85.0,-1.5817,5.9253,-1.3874,0.6432,6.0306,-123.7151,-15.4023,23.8504,-25.1339,85.106,1761.0,6.27,Changeup
225,FF,95.6,-1.5701,6.0514,-0.6731,1.3753,7.5346,-139.0492,-10.4548,31.7111,-13.8013,95.705,2214.0,6.414,4-Seam Fastball
226,SL,86.6,-1.8283,6.1911,0.154,-0.2693,5.1164,-126.0135,0.4732,28.2606,-34.8111,86.125,2424.0,6.222,Slider
227,SI,93.7,-1.7428,6.2987,-1.3669,1.1059,5.1478,-136.137,-18.0128,31.192,-17.2749,93.193,2232.0,6.174,Sinker
228,SI,93.3,-1.5769,6.2565,-1.3165,0.7439,5.1337,-135.7333,-17.3319,28.4183,-21.9164,93.353,2210.0,6.237,Sinker
229,SI,92.9,-1.6258,6.2069,-1.3695,0.7221,2.5867,-135.29,-17.2992,28.7868,-22.8328,92.892,2203.0,6.186,Sinker
230,CU,82.4,-1.7936,6.1428,0.4208,-0.4066,1.4544,-119.9138,3.6758,25.3583,-35.233,81.675,2271.0,6.008,Curveball
231,SI,94.4,-1.5657,6.2851,-1.0084,0.9559,7.7672,-137.159,-14.3598,30.6361,-19.2814,93.972,2185.0,6.144,Sinker
232,SI,94.4,-1.614,6.3056,-1.3586,0.6059,7.2165,-137.18,-18.5713,30.2991,-23.4516,93.883,2144.0,6.057,Sinker
233,SI,94.5,-1.4795,6.1293,-1.1408,0.5067,7.3148,-137.3781,-15.89,28.723,-24.836,94.248,2104.0,6.07,Sinker
234,SL,87.9,-1.7449,6.1656,0.5504,0.5338,6.1659,-127.6902,4.6484,27.2355,-25.2753,87.419,2307.0,6.161,Slider
235,SI,93.6,-1.3821,6.2631,-1.1898,0.5852,7.8349,-136.2103,-16.7129,28.2717,-24.0097,94.64,2200.0,6.769,Sinker
236,CU,81.1,-1.7158,6.1755,0.3831,-0.7814,1.8559,-118.0181,3.1153,23.3686,-38.9868,80.036,2147.0,5.644,Curveball
237,CH,86.3,-1.473,5.9252,-1.465,0.7886,6.2549,-125.5559,-16.9298,25.6374,-23.2708,86.848,1806.0,6.667,Changeup
238,FF,96.3,-1.4104,6.0715,-0.8203,1.1667,7.5354,-140.0199,-12.4309,31.5194,-15.9749,96.083,2015.0,6.202,4-Seam Fastball
239,FF,96.8,-1.5298,5.9881,-0.9382,1.3105,7.8986,-140.717,-14.1753,32.3818,-14.284,96.387,2275.0,6.14,4-Seam Fastball
240,CH,86.3,-1.5759,5.8576,-1.6183,0.5017,7.8468,-125.4471,-18.8043,25.0351,-25.7926,86.717,1606.0,6.583,Changeup
241,FT,96.3,-1.5428,5.9674,-1.3683,0.9519,3.9925,-140.0836,-18.8252,33.6984,-18.728,95.955,2105.0,6.257,2-Seam Fastball
242,CU,81.8,-1.6309,6.0093,0.1935,-0.2058,2.3222,-119.0782,1.3513,24.081,-34.2597,81.47,2210.0,6.164,Curveball
243,FF,96.6,-1.4039,5.9886,-0.8758,1.4289,6.5151,-140.412,-12.94,32.1249,-12.482,96.021,2199.0,6.041,4-Seam Fastball
244,SL,89.3,-1.5187,5.8316,0.2831,0.3848,8.5599,-129.7524,1.4828,26.072,-27.0399,89.354,2220.0,6.316,Slider
245,FT,94.4,-1.5636,5.9764,-1.3708,1.0234,5.3302,-137.1372,-18.3051,32.1548,-18.3827,93.659,2128.0,6.082,2-Seam Fastball
246,FT,95.9,-1.6405,5.9577,-1.0042,0.9978,7.6366,-139.3739,-14.8151,33.7764,-18.7493,95.415,2245.0,6.256,2-Seam Fastball
247,FF,94.5,-1.5287,6.0283,-0.9046,1.1893,4.3884,-137.4126,-12.3983,33.4952,-16.1562,93.965,2275.0,6.243,4-Seam Fastball
248,FF,95.0,-1.6585,5.993,-0.6473,1.3776,4.3852,-138.1056,-9.1552,31.0326,-13.8382,94.344,2253.0,5.979,4-Seam Fastball
249,FF,95.8,-1.5142,5.9863,-0.5297,1.415,8.4143,-139.1618,-8.7131,31.7004,-13.1082,95.124,2225.0,6.027,4-Seam Fastball
250,FF,94.3,-1.6002,6.0028,-0.6438,1.379,7.8003,-136.9935,-9.7629,30.805,-14.2193,93.667,2130.0,6.049,4-Seam Fastball
251,FT,95.0,-1.2806,5.9558,-1.2486,0.9447,3.4866,-138.2282,-16.7773,30.8752,-19.2021,95.086,2054.0,6.348,2-Seam Fastball
252,FF,96.7,-1.4939,5.9562,-0.8268,1.3984,7.2648,-140.5612,-12.5128,30.4747,-12.562,96.623,2260.0,6.207,4-Seam Fastball
253,FT,93.7,-1.514,5.9304,-1.5295,0.9712,6.1357,-136.2598,-20.2818,29.6627,-18.9204,93.484,2201.0,6.177,2-Seam Fastball
254,SL,88.7,-1.3876,6.05,0.2856,0.4764,5.9815,-129.1693,2.0713,24.6053,-26.2335,89.096,2299.0,6.302,Slider
255,FT,93.3,-1.3499,6.1057,-1.3678,1.0704,5.3457,-135.6645,-17.9956,29.2879,-17.8128,93.208,2139.0,6.246,2-Seam Fastball
256,CU,82.7,-1.4961,6.1115,0.2455,0.1426,6.0501,-120.1413,1.0784,25.0055,-30.4227,81.935,2358.0,6.035,Curveball
257,SL,86.5,-1.8668,6.1743,0.3579,-0.4239,5.2535,-125.8061,2.57,27.7475,-35.9987,85.685,2515.0,5.99,Slider
258,FF,94.2,-1.6086,6.2821,-0.2508,1.2238,4.8691,-137.2956,-4.2574,29.4006,-16.4695,95.135,2169.0,6.67,4-Seam Fastball
259,SL,87.9,-1.8111,6.0619,0.1149,0.156,5.069,-127.9816,0.2569,25.5,-29.7862,88.217,2426.0,6.378,Slider
260,CU,81.7,-1.8335,6.1182,0.9303,-0.4972,0.541,-118.9816,8.7122,23.4824,-36.9174,81.779,1909.0,6.363,Curveball
261,SI,94.1,-1.5708,6.2653,-1.2294,0.727,4.5498,-137.0398,-16.7501,29.0921,-21.5204,95.227,2235.0,6.811,Sinker
262,SL,88.2,-1.8418,6.1237,0.1003,0.032,8.5253,-127.985,-0.6031,25.6252,-30.1502,88.11,2376.0,6.321,Slider
263,SL,87.6,-1.8324,6.1193,0.2069,0.1795,6.1059,-127.3047,0.7918,30.0682,-29.4932,87.258,2499.0,6.489,Slider
264,SI,93.8,-1.6384,6.3284,-1.2274,0.841,5.3655,-136.4016,-16.2783,30.025,-20.8494,93.132,2190.0,5.932,Sinker
265,SI,93.3,-1.6924,6.2088,-1.076,0.953,4.7844,-135.6733,-14.5837,29.7947,-18.4555,94.248,2125.0,6.89,Sinker
266,SI,94.0,-1.4896,6.2157,-0.9395,0.3651,6.5519,-136.8335,-13.4873,28.5809,-26.0503,95.467,2074.0,6.998,Sinker
267,SI,95.3,-1.7842,6.1933,-1.3737,0.6326,5.4558,-138.3982,-18.5559,30.4759,-22.7822,94.383,2184.0,5.835,Sinker
268,CU,83.2,-1.6699,6.2191,0.7166,-0.4296,5.6692,-120.8053,5.7775,24.48,-34.7418,82.555,2284.0,6.07,Curveball
269,SI,94.3,-1.6355,6.1361,-1.3023,0.7584,7.2326,-137.0389,-17.9642,29.0086,-21.4234,94.372,2109.0,6.31,Sinker
270,SI,94.1,-1.606,6.2081,-1.2272,0.6504,8.1095,-136.8718,-17.3414,28.0643,-22.5905,94.994,2071.0,6.673,Sinker
271,SI,94.5,-1.4374,6.2372,-1.2853,0.5513,6.5654,-137.4679,-17.7953,28.6595,-23.9733,94.99,2192.0,6.458,Sinker
272,SL,87.6,-1.6919,6.1655,0.2663,-0.3328,7.276,-127.2114,1.2898,27.3882,-34.5874,86.963,2221.0,6.11,Slider
273,SL,86.4,-1.6827,6.1772,0.2772,-0.0639,8.344,-125.4017,1.2224,24.8635,-31.7317,85.545,2423.0,5.837,Slider
274,SI,93.0,-1.7667,6.3124,-1.0616,0.6902,4.2545,-135.4248,-14.0124,28.1905,-22.698,93.426,2079.0,6.397,Sinker
275,SL,87.9,-2.0096,6.0515,0.0852,0.5297,7.7802,-127.3646,-1.0193,31.4737,-24.9842,86.402,2253.0,6.037,Slider
276,SI,93.0,-1.5681,6.2343,-1.0747,0.4943,7.6181,-135.1496,-14.7592,27.3528,-24.9653,93.177,2049.0,6.308,Sinker
277,SL,91.5,-1.3733,6.0198,0.2243,0.5291,4.7068,-133.2021,1.612,29.7576,-25.1905,91.517,2317.0,6.368,Slider
278,FT,95.0,-1.5036,5.9831,-1.3576,0.8646,1.8293,-138.344,-17.7831,32.327,-20.4612,94.961,2018.0,6.332,2-Seam Fastball
279,FF,96.4,-1.283,6.0227,-0.9724,1.1278,4.3082,-140.085,-13.5771,32.2298,-16.4297,95.528,2161.0,5.903,4-Seam Fastball
280,FF,97.7,-1.3244,5.9553,-0.9138,1.2157,9.437,-141.8276,-14.35,33.6573,-15.033,96.656,2195.0,5.911,4-Seam Fastball
281,FT,95.9,-1.4331,5.945,-1.1835,1.1839,4.6257,-139.5808,-16.6251,32.6279,-15.3627,96.274,2203.0,6.578,2-Seam Fastball
282,FT,94.9,-1.5028,5.993,-1.3577,0.9035,5.1447,-138.057,-18.3911,31.2671,-20.0876,94.601,1970.0,6.169,2-Seam Fastball
283,SL,90.1,-1.4311,6.0484,0.2367,0.4503,5.0795,-131.2087,1.6924,26.4965,-27.194,90.021,2117.0,6.097,Slider
284,FT,96.0,-1.4428,6.0481,-1.1828,0.9193,6.4384,-139.4966,-16.7665,32.059,-19.0771,95.472,1970.0,6.111,2-Seam Fastball
285,FF,95.7,-1.315,6.0394,-0.62,1.3375,6.4694,-139.1536,-9.4434,30.5435,-13.5826,95.556,1997.0,6.199,4-Seam Fastball
286,CH,86.2,-1.4407,5.99,-1.202,0.6287,3.5019,-125.4524,-13.3347,24.7383,-25.0662,86.154,1695.0,6.195,Changeup
287,FT,94.3,-1.3736,6.0276,-1.1873,1.16,6.9325,-137.0245,-16.3503,30.5211,-16.7168,93.784,2125.0,6.083,2-Seam Fastball
288,FF,96.2,-1.2802,6.0341,-0.987,1.4786,8.7205,-139.6899,-14.9664,31.5275,-11.1306,96.413,2276.0,6.532,4-Seam Fastball
289,CH,83.2,-1.5486,6.0471,-1.5114,0.4764,5.618,-121.0153,-15.8825,23.8193,-27.5521,83.051,1698.0,6.234,Changeup
290,FT,93.1,-1.5004,6.0653,-1.278,1.0755,4.898,-135.4529,-16.9426,30.0182,-17.4376,93.585,2008.0,6.617,2-Seam Fastball
291,FF,94.6,-1.4344,6.1944,-0.5498,1.5402,4.0425,-137.6578,-7.876,31.7398,-11.9635,94.383,2271.0,6.25,4-Seam Fastball
292,SL,90.6,-2.7067,5.9369,0.4737,0.1988,6.9111,-131.7759,4.1868,24.6475,-29.4365,90.349,2254.0,5.895,Slider
293,SL,90.8,-2.8704,5.983,0.2751,0.5992,8.2524,-131.9119,1.6087,25.4636,-24.047,90.63,2244.0,6.069,Slider
294,SL,92.7,-2.8915,5.8373,0.3138,0.5073,9.2382,-134.45,1.9276,26.3037,-24.3855,91.62,2290.0,5.604,Slider
295,FF,95.5,-2.7413,6.0118,-0.1043,1.3025,10.9671,-138.4751,-3.7377,30.3659,-14.1171,94.964,2447.0,6.134,4-Seam Fastball
296,FF,97.5,-2.7462,5.9936,-0.7574,1.0147,6.2218,-141.8206,-11.4718,31.261,-17.6711,96.985,2359.0,5.937,4-Seam Fastball
297,FF,96.1,-2.6209,6.0228,-0.5549,1.1692,8.5571,-139.6909,-9.3776,32.7465,-15.1825,96.851,2438.0,6.868,4-Seam Fastball
298,FF,96.0,-2.689,6.0073,-0.4791,1.2113,9.242,-139.3687,-8.392,31.4426,-14.3922,96.406,2487.0,6.659,4-Seam Fastball
299,SL,92.6,-3.0478,5.8963,-0.0802,0.7201,12.1436,-133.9998,-3.6975,30.3765,-22.274,91.083,2411.0,5.792,Slider
300,SI,96.9,-2.8549,5.8816,-1.2588,0.252,10.0458,-140.4044,-18.612,34.5544,-27.1742,95.034,2283.0,5.642,Sinker
301,FF,96.5,-2.8103,6.0704,-0.6801,1.2895,7.3269,-140.0508,-10.4265,31.9968,-14.3742,95.244,2332.0,5.735,4-Seam Fastball
302,SL,91.7,-3.397,5.8371,0.3664,0.5076,6.5136,-133.2921,2.9193,28.46,-25.6239,91.088,2182.0,5.964,Slider
303,SL,92.6,-3.0092,5.8895,0.4033,0.4157,8.1223,-134.431,3.1279,28.0727,-25.7524,91.851,2272.0,5.887,Slider
304,FF,95.4,-2.9728,6.1351,-0.762,1.0917,6.4376,-138.7057,-11.1862,31.3528,-17.5018,94.901,2204.0,6.069,4-Seam Fastball
305,SL,91.1,-3.3003,5.9535,0.0162,0.445,10.0319,-132.3988,-1.7572,25.7082,-26.4482,91.294,2209.0,6.273,Slider
306,FF,96.0,-3.1455,6.0462,-0.784,0.984,5.7602,-139.6336,-11.4928,32.2269,-18.8747,95.62,2210.0,6.151,4-Seam Fastball
307,FF,97.1,-3.0375,6.1648,-0.758,1.0375,5.7683,-141.2009,-11.3079,33.8015,-18.8026,96.077,2250.0,5.855,4-Seam Fastball
308,SI,87.5,2.7983,6.0866,1.1283,0.4184,-8.5013,-127.0815,13.7619,24.4306,-27.2916,87.085,1886.0,5.994,Sinker
309,SI,87.6,3.1586,5.8855,1.4288,-0.0839,-9.3414,-127.1615,17.1918,25.8986,-32.936,86.87,1911.0,5.945,Sinker
310,FC,85.8,3.0733,5.8467,0.2116,0.5929,-8.3304,-124.794,3.6466,21.6408,-25.6573,85.706,1817.0,5.947,Cutter
311,SI,88.0,2.9065,6.0038,1.289,0.4113,-11.1345,-127.6464,15.863,20.4102,-26.9438,87.841,1852.0,5.873,Sinker
312,SI,88.8,3.1027,5.907,1.5496,0.3221,-12.2752,-128.602,19.5494,27.2917,-27.8133,87.807,1921.0,5.983,Sinker
313,SI,87.3,3.1016,5.9109,1.0666,0.392,-10.7937,-126.8527,13.7045,23.3502,-27.4249,88.095,1768.0,6.642,Sinker
314,SI,87.5,3.1811,5.8716,1.2847,0.0199,-12.009,-126.77,16.01,24.9138,-31.2451,86.566,1811.0,5.851,Sinker
315,FC,84.8,2.9091,5.826,0.1967,0.2815,-9.4781,-123.1234,3.7704,23.0024,-28.5294,84.709,1805.0,6.22,Cutter
316,SI,87.0,3.0978,5.9564,1.4867,0.31,-8.1681,-126.5308,17.5652,24.2782,-28.4471,87.153,1852.0,6.282,Sinker
317,FC,86.2,3.0664,5.9707,0.2197,0.5955,-8.7611,-125.1749,4.0252,25.1427,-25.6224,85.269,1809.0,5.791,Cutter
318,SI,88.0,3.1412,5.9188,1.8573,0.3849,-10.3093,-127.5851,22.0951,27.896,-27.3924,86.769,1924.0,5.853,Sinker
319,FC,85.6,2.9413,5.8882,0.2885,0.3908,-9.1293,-124.1793,4.8007,25.4067,-27.277,84.664,1884.0,5.899,Cutter
320,SI,87.3,3.0577,5.9739,1.1998,0.5361,-7.2092,-126.9253,14.3231,23.4532,-25.8955,87.43,1921.0,6.202,Sinker
321,FC,86.4,2.8021,5.854,-0.1034,0.6172,-9.7927,-125.6747,0.8763,25.7383,-24.7326,87.844,1888.0,7.242,Cutter
322,SI,88.2,2.9841,6.0685,1.0179,0.5119,-9.772,-128.0491,12.8631,23.8709,-26.2137,87.478,1853.0,5.745,Sinker
323,SI,87.3,3.1549,5.9095,1.1172,0.3093,-7.9173,-127.0672,13.6997,23.2326,-28.4086,88.008,1863.0,6.479,Sinker
324,CH,85.9,-1.163,5.9263,-1.1886,0.5806,4.4122,-125.031,-13.3244,24.034,-25.3179,86.073,1981.0,6.281,Changeup
325,FF,91.7,-1.0445,5.9879,-0.126,1.1223,5.2561,-133.4783,-2.5759,27.5186,-18.3382,91.406,2286.0,6.0,4-Seam Fastball
326,FF,92.6,-0.9689,6.0007,-0.4023,1.4845,2.9306,-134.8565,-5.612,30.0048,-12.8194,93.296,2362.0,6.709,4-Seam Fastball
327,FF,92.5,-1.1022,5.9542,-0.3912,1.4419,4.547,-134.7034,-5.7716,28.7874,-13.6864,93.066,2351.0,6.547,4-Seam Fastball
328,FF,92.1,-1.1334,5.96,-0.0948,1.4707,4.5907,-133.9579,-2.1732,30.2472,-13.509,91.971,2394.0,6.34,4-Seam Fastball
329,SL,78.7,-1.1427,5.9161,1.185,-0.4283,0.385,-114.5735,10.1839,19.2698,-35.9159,78.104,2848.0,5.642,Slider
330,FF,91.6,-1.1092,5.9514,0.0444,1.3967,2.4487,-133.4039,0.0513,26.1375,-14.55,91.904,2415.0,6.226,4-Seam Fastball
331,FF,92.5,-1.1805,5.9431,-0.1098,1.273,3.706,-134.7478,-2.0723,26.8648,-16.3539,92.579,2400.0,6.092,4-Seam Fastball
332,FF,92.5,-1.0026,6.0409,-0.1605,1.4718,1.2292,-134.667,-2.1944,28.6549,-13.5271,92.171,2408.0,6.02,4-Seam Fastball
333,SL,81.7,-1.2085,5.9728,1.2094,-0.0847,2.1215,-118.8332,10.6892,23.8393,-32.5259,80.466,2994.0,5.573,Slider
334,SL,79.3,-1.2961,5.8234,1.2459,-0.7158,-1.4322,-115.31,10.942,21.998,-38.5968,77.657,2876.0,5.219,Slider
335,SL,79.5,-1.2839,5.9101,1.5282,-0.1427,0.595,-115.6002,13.0624,22.2374,-33.6849,77.927,3005.0,5.287,Slider
336,CH,86.8,-1.3783,5.8749,-1.3705,0.5256,3.7181,-126.1484,-15.093,27.644,-26.419,85.681,1900.0,5.813,Changeup
337,FF,90.8,-1.1206,6.0928,-0.147,1.6095,4.4172,-132.0167,-2.7108,30.8542,-13.0644,89.691,2329.0,5.876,4-Seam Fastball
338,SL,77.9,-1.3313,6.0086,1.1736,-0.6989,-1.1708,-113.0644,9.786,23.4301,-38.3488,75.63,2806.0,5.088,Slider
339,FF,91.1,-1.1797,6.0879,0.0366,1.3954,2.0733,-132.6575,-0.0246,29.0583,-15.5989,90.991,2397.0,6.239,4-Seam Fastball
340,SL,79.4,-1.2939,5.906,1.2561,-0.4367,0.0316,-115.3672,10.6645,25.2822,-36.2451,77.305,2901.0,5.283,Slider
341,SL,78.5,-1.3264,5.9664,1.1268,-0.4817,1.6798,-114.2312,9.1971,20.8889,-36.3281,77.085,2797.0,5.258,Slider
342,FF,97.1,-2.6642,4.746,-0.5477,1.0874,9.8419,-141.205,-9.5937,31.6759,-17.0802,97.572,2386.0,6.558,4-Seam Fastball
343,CH,85.0,-2.7951,4.076,-1.14,-0.3084,9.9437,-123.3508,-13.6758,25.7245,-35.2843,84.731,2128.0,6.375,Changeup
344,FF,95.0,-2.9196,4.6866,-0.7909,1.0233,10.6808,-138.048,-12.6112,31.1198,-18.6105,95.43,2399.0,6.643,4-Seam Fastball
345,SL,88.8,-2.9582,4.4635,0.1516,0.3291,12.0627,-128.8281,-0.6606,25.1372,-28.2189,88.78,2447.0,6.307,Slider
346,SL,85.9,-2.8338,4.4367,0.5131,0.1705,7.3151,-125.0636,4.0247,23.5155,-30.4764,86.193,2298.0,6.296,Slider
347,FF,97.2,-2.7325,4.8068,-0.7491,0.8918,7.2142,-141.3824,-11.7227,32.5969,-19.4884,97.343,2325.0,6.419,4-Seam Fastball
348,FF,95.7,-2.8682,4.8323,-0.8217,1.1853,6.3731,-139.2703,-12.2018,32.9852,-16.382,95.818,2299.0,6.476,4-Seam Fastball
349,FF,97.5,-2.6772,4.8014,-0.6123,1.0744,7.8756,-141.8694,-10.1621,32.1478,-17.0885,98.29,2391.0,6.715,4-Seam Fastball
350,FF,96.9,-2.741,4.6973,-0.5963,0.9584,10.9778,-140.7641,-10.2228,28.9296,-18.7424,97.118,2362.0,6.296,4-Seam Fastball
351,FF,96.6,-2.7604,4.7034,-0.7169,1.0594,4.4487,-140.7048,-10.5573,31.5601,-18.0042,97.016,2414.0,6.447,4-Seam Fastball
352,CH,85.6,-2.8722,4.0833,-1.2894,-0.364,10.4134,-123.9976,-15.3293,29.1878,-36.1732,83.857,2133.0,5.802,Changeup
353,FF,97.6,-2.8539,4.7743,-0.7109,1.0247,9.3038,-141.7718,-11.7468,33.4535,-17.7197,97.357,2491.0,6.322,4-Seam Fastball
354,FF,97.4,-2.728,4.7632,-0.6149,1.0797,9.5285,-141.7546,-10.3297,28.8497,-17.1587,98.168,2459.0,6.467,4-Seam Fastball
355,FF,94.7,-2.9649,4.7266,-0.7926,1.0518,6.267,-137.8764,-11.5843,30.4673,-19.439,95.313,2423.0,6.602,4-Seam Fastball
356,FF,96.0,-3.1423,4.6951,-0.9853,1.1164,8.9767,-139.4448,-15.0726,34.3107,-16.846,95.975,2409.0,6.588,4-Seam Fastball
357,FF,95.4,-3.1688,4.6052,-0.5328,0.7366,8.2354,-138.5916,-8.7626,32.977,-22.1981,94.889,2311.0,6.231,4-Seam Fastball
358,FF,92.3,-1.0801,5.9787,0.0967,1.4638,4.9632,-134.1159,0.1231,28.1377,-13.1189,92.185,2440.0,6.233,4-Seam Fastball
