,pitch_type,release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,vx0,vy0,ax,ay,az,effective_speed,release_spin_rate,release_extension,pitch_name
8728,FF,94.8,-1.7817,6.8118,-0.8352,1.6931,8.8209,-137.3927,-12.5605,34.3596,-9.6679,93.463,2617.0,6.018,4-Seam Fastball
8729,FF,96.7,-1.9385,6.7465,-0.9869,1.7981,7.363,-140.2898,-14.7337,37.031,-7.0945,95.561,2771.0,6.181,4-Seam Fastball
8730,SL,87.6,-1.8866,6.7084,0.3778,0.5133,5.01,-127.4015,3.0253,25.9132,-25.8405,86.88,2669.0,5.84,Slider
8731,SL,87.6,-2.1686,6.5988,0.7086,0.586,8.0322,-127.0367,5.7196,27.9315,-24.8789,86.276,2686.0,5.799,Slider
8732,SL,86.6,-1.8134,6.6987,0.0865,0.358,6.6595,-125.7656,-0.5525,27.3797,-27.2728,85.483,2707.0,5.846,Slider
8733,SL,87.2,-1.9604,6.6551,0.3058,0.5992,4.591,-126.6887,2.2715,26.1645,-24.872,86.151,2774.0,5.73,Slider
8734,SL,87.1,-2.1134,6.6907,0.2093,0.7289,4.2651,-126.7025,1.4354,23.424,-23.4507,86.589,2810.0,5.769,Slider
8735,FF,93.7,-2.0074,6.8184,-0.988,1.8449,11.1595,-135.6019,-14.6627,33.3671,-8.4086,92.188,2586.0,5.976,4-Seam Fastball
8736,CU,77.5,-2.0136,6.8236,0.923,-0.9924,2.5233,-112.5942,6.9531,22.3766,-40.2908,75.384,2796.0,5.043,Curveball
8737,CU,79.1,-1.9038,6.6905,0.7121,-1.3829,1.7365,-114.9597,5.6912,23.4978,-43.8167,77.308,2832.0,5.311,Curveball
8738,SL,85.3,-2.0898,6.5552,0.2984,0.3973,6.9423,-123.8083,1.6066,25.0824,-27.1664,84.374,2530.0,5.859,Slider
8739,FF,92.3,-2.079,6.8073,-1.0032,1.7723,7.0326,-133.9033,-13.5096,31.8365,-9.9296,91.194,2403.0,6.019,4-Seam Fastball
8740,FF,92.0,-1.9571,6.8218,-0.9488,1.6505,7.7309,-133.4846,-12.8557,30.5139,-11.3628,90.751,2513.0,5.832,4-Seam Fastball
8741,FC,88.2,0.8512,6.1862,0.3629,1.4128,-1.1492,-128.3828,4.2227,25.4771,-16.0955,88.128,1852.0,6.135,Cutter
8742,FF,93.8,0.4654,6.1109,0.5164,1.4736,-5.6978,-136.2123,7.7646,33.2925,-12.4294,93.274,2083.0,6.349,4-Seam Fastball
8743,CU,78.2,0.7075,6.1708,-0.5732,-0.1991,1.4151,-113.7995,-5.1336,21.6389,-34.3318,77.336,2528.0,5.751,Curveball
8744,FF,94.0,0.7825,6.0994,0.4118,1.6247,-4.2063,-136.4504,6.0829,32.87,-10.3864,93.152,1994.0,6.138,4-Seam Fastball
8745,CH,89.2,0.7422,6.0504,1.3486,0.7438,-4.522,-129.6869,16.1219,30.4513,-22.6774,88.732,2115.0,6.326,Changeup
8746,CH,88.7,0.7678,6.0176,1.4425,0.7645,-3.5805,-128.8823,16.8046,29.9495,-21.9557,88.365,2011.0,6.431,Changeup
8747,FF,93.8,0.568,6.016,0.6179,1.5246,-2.9641,-136.3567,8.2967,33.3125,-12.3054,92.935,2150.0,6.084,4-Seam Fastball
8748,FF,94.1,0.5044,6.1055,0.2714,1.5178,-5.2404,-136.8277,4.619,33.0834,-12.5085,93.31,2189.0,6.081,4-Seam Fastball
8749,CH,88.9,0.7316,6.1502,1.548,0.7937,-4.3244,-129.3102,18.0843,28.5064,-22.7099,88.332,1922.0,6.086,Changeup
8750,FF,93.4,0.4957,6.1295,0.2999,1.4801,-3.3121,-135.6173,4.4325,32.599,-12.2638,92.444,2154.0,6.064,4-Seam Fastball
8751,FF,93.2,0.5656,6.0853,0.3283,1.5218,-4.1819,-135.5309,5.0185,32.3872,-12.9234,92.913,2107.0,6.368,4-Seam Fastball
8752,CH,89.5,0.7029,6.0819,1.5746,0.6717,-4.179,-130.0311,18.6011,29.2478,-23.1443,88.93,2053.0,6.188,Changeup
8753,FF,93.9,0.6071,6.0756,0.6111,1.3767,-0.7567,-136.6651,7.7368,29.5305,-14.1991,93.496,1874.0,5.996,4-Seam Fastball
8754,FF,92.8,0.5371,6.1201,0.3411,1.3485,-4.8135,-135.1024,5.1597,28.3967,-15.5917,92.619,1856.0,6.076,4-Seam Fastball
8755,CH,87.8,0.6355,6.0812,1.2878,0.859,-4.1607,-127.9018,15.2121,27.4095,-21.9315,88.606,1770.0,6.82,Changeup
8756,CU,77.5,0.5595,6.2563,-0.8724,-0.9038,-0.8172,-112.7082,-7.0666,21.3359,-39.9231,76.369,2643.0,5.598,Curveball
8757,CH,87.8,0.7366,6.0846,1.492,0.9729,-5.0579,-127.6718,17.1779,26.2681,-20.7096,87.341,2033.0,6.037,Changeup
8758,FF,92.3,0.5388,6.0799,0.491,1.515,-4.9223,-134.171,6.9992,29.7375,-12.7016,92.135,1998.0,6.303,4-Seam Fastball
8759,CH,88.7,0.8833,6.1029,1.5142,0.6579,-0.9894,-129.1563,17.1488,27.5265,-24.4227,88.84,1908.0,6.393,Changeup
8760,FF,93.2,0.6266,6.0924,0.2954,1.6405,-1.7176,-135.543,4.0113,29.7166,-10.4989,93.179,1988.0,6.315,4-Seam Fastball
8761,FF,93.6,0.6728,6.1645,0.593,1.3545,-4.62,-136.2083,8.3636,29.2837,-14.0829,93.654,1937.0,6.271,4-Seam Fastball
8762,CU,78.1,-1.9172,6.7021,0.874,-1.3427,1.1153,-113.4773,6.9846,23.3022,-43.6168,76.213,2739.0,5.283,Curveball
8763,SL,86.4,-2.0622,6.6362,0.2976,0.307,6.9402,-125.4986,1.6315,26.2583,-28.5007,85.467,2639.0,5.864,Slider
8764,SL,86.6,-1.9827,6.621,0.4802,0.3329,6.9879,-125.5377,3.5607,25.6556,-27.0366,85.582,2782.0,5.866,Slider
8765,SL,84.7,-2.0451,6.6552,0.6306,0.1069,2.3206,-123.1371,5.7269,26.7269,-31.0701,83.428,2462.0,5.71,Slider
8766,CU,78.6,-1.9301,6.7436,0.5313,-0.9685,3.6265,-114.1003,3.6253,23.5709,-40.4204,76.093,2713.0,4.884,Curveball
8767,CU,79.2,-2.0216,6.6683,0.8824,-1.0925,2.6052,-115.0228,6.9466,22.9611,-41.7029,77.172,2861.0,5.12,Curveball
8768,FF,93.9,-2.2238,6.6998,-0.9521,1.6117,7.4005,-136.0946,-13.3761,33.7977,-10.9661,92.398,2506.0,5.915,4-Seam Fastball
8769,FF,93.4,-2.087,6.7208,-0.9378,1.7546,6.5811,-135.6787,-12.932,32.6503,-9.7603,92.347,2523.0,5.982,4-Seam Fastball
8770,SL,86.0,-2.0766,6.6001,0.4013,0.1392,5.4152,-125.0119,3.0057,25.6581,-30.5207,85.041,2495.0,5.766,Slider
8771,FF,93.1,-2.1442,6.7285,-1.0218,1.7796,5.9897,-134.9816,-13.6595,33.3059,-8.7327,91.644,2564.0,5.92,4-Seam Fastball
8772,CU,77.9,-2.1358,6.7032,0.8069,-1.4636,3.1519,-113.1167,5.939,23.7044,-44.3383,75.856,2857.0,5.26,Curveball
8773,FF,93.3,-2.0016,6.7927,-0.973,1.714,5.6247,-135.4554,-13.0759,33.2263,-10.188,92.03,2518.0,5.935,4-Seam Fastball
8774,FF,93.2,-2.027,6.7663,-0.8263,1.7652,10.0456,-134.8844,-12.1872,31.0393,-9.1738,91.779,2514.0,5.87,4-Seam Fastball
8775,SL,85.9,-2.173,6.5651,0.5572,0.3941,5.8093,-124.6816,4.5032,25.3583,-26.9512,84.801,2643.0,5.741,Slider
8776,SL,85.4,-2.2326,6.6655,0.387,0.4493,2.8946,-124.2818,3.3416,24.8988,-27.1427,84.511,2657.0,5.702,Slider
8777,CU,77.4,-2.0608,6.7819,0.9753,-1.2234,1.516,-112.4266,7.5697,22.0056,-42.557,75.337,2819.0,5.058,Curveball
8778,SL,87.5,1.7692,6.7606,-0.4264,0.5988,-4.4804,-127.3062,-3.8059,23.4783,-24.4315,87.567,2350.0,6.113,Slider
8779,FF,94.5,1.7026,6.7948,0.526,1.6911,-6.6936,-137.1902,8.0967,29.6035,-9.0433,94.479,2349.0,6.351,4-Seam Fastball
8780,CH,85.2,2.0761,6.7123,1.0248,1.0368,-4.4511,-123.8222,11.4158,23.959,-20.0631,85.258,1739.0,6.328,Changeup
8781,CU,80.6,1.6899,6.9305,-0.3842,-0.7001,-4.6005,-116.912,-2.37,26.2918,-37.2217,78.983,2580.0,5.78,Curveball
8782,SL,87.3,1.8173,6.7507,-0.4569,0.341,-4.378,-127.025,-4.0906,24.7074,-27.4994,87.373,2342.0,6.227,Slider
8783,FF,94.8,1.5965,6.744,0.56,1.6087,-6.0023,-137.9904,8.6022,32.5353,-10.7656,95.165,2376.0,6.619,4-Seam Fastball
8784,SL,87.1,1.7832,6.7018,-0.3537,0.3284,-6.0164,-126.5122,-2.6551,24.475,-26.91,87.301,2461.0,6.401,Slider
8785,CH,86.7,1.9641,6.6266,1.1718,1.1659,-2.1327,-126.1436,13.041,27.1934,-18.5763,87.045,1797.0,6.652,Changeup
8786,CU,81.5,1.6367,6.8868,-0.5059,-0.5789,-2.5026,-118.5313,-4.182,23.1345,-37.1674,80.67,2593.0,5.799,Curveball
8787,CU,80.3,1.6843,6.923,-0.3625,-0.7373,-1.7814,-116.7947,-2.9048,22.0193,-38.4444,79.384,2682.0,5.68,Curveball
8788,CU,77.5,1.6135,6.9274,-0.4605,-1.0752,-0.9537,-112.7087,-3.6127,21.6454,-40.8566,76.198,2600.0,5.506,Curveball
8789,FF,93.2,1.6168,6.7998,0.4866,1.6573,-5.128,-135.4802,7.2281,30.6545,-9.7059,93.83,2395.0,6.798,4-Seam Fastball
8790,FF,93.1,1.607,6.8062,0.3574,1.6594,-4.7187,-135.5203,5.5521,31.2457,-10.5185,93.909,2372.0,6.871,4-Seam Fastball
8791,FF,93.1,1.7574,6.7903,0.5394,1.6015,-6.6976,-135.3907,8.2406,31.0754,-11.1652,93.662,2346.0,6.771,4-Seam Fastball
8792,SL,86.0,1.8795,6.7095,-0.3526,0.2314,-5.1571,-124.7626,-2.6517,24.8495,-27.8664,85.801,2297.0,6.307,Slider
8793,SL,87.1,-1.957,6.6768,0.4864,0.3506,5.9994,-126.424,3.7694,28.0989,-27.1409,85.987,2749.0,5.92,Slider
8794,SL,87.6,-2.0658,6.5948,0.3986,0.3189,6.6953,-127.1292,2.7642,28.018,-27.559,86.58,2643.0,5.959,Slider
8795,FF,94.0,-1.7989,6.7217,-1.0935,1.5941,8.1622,-136.303,-15.5599,34.8082,-10.553,93.207,2603.0,6.386,4-Seam Fastball
8796,FF,94.2,-1.9294,6.7479,-1.0695,1.6874,8.3218,-136.4353,-15.004,34.4119,-9.8297,92.173,2659.0,5.672,4-Seam Fastball
8797,CU,78.7,-2.1259,6.7716,0.9904,-1.1215,3.3871,-114.3307,7.5944,22.8552,-41.3966,76.663,2801.0,5.106,Curveball
8798,FF,93.4,-2.1006,6.85,-0.9079,1.8978,9.0135,-135.51,-13.0478,31.2922,-7.9028,92.269,2558.0,5.906,4-Seam Fastball
8799,SL,86.2,-2.0365,6.6353,0.3014,0.3656,7.0555,-125.2725,1.7993,23.4119,-27.4867,85.415,2816.0,5.686,Slider
8800,SL,86.2,-2.0415,6.7082,0.1969,0.4855,6.205,-125.21,0.8094,24.7024,-26.368,85.346,2647.0,5.785,Slider
8801,CU,76.7,-2.043,6.824,0.924,-1.1879,1.6808,-111.432,7.0023,21.767,-42.202,74.721,2764.0,5.113,Curveball
8802,FF,96.5,1.5853,6.7673,0.6697,1.7544,-6.4836,-139.949,10.3477,34.5021,-6.6014,95.991,2409.0,6.394,4-Seam Fastball
8803,CU,81.0,1.7081,6.9304,-0.5569,-0.8845,-5.2289,-117.3334,-3.8215,26.2766,-38.2972,79.452,2649.0,5.889,Curveball
8804,CH,85.9,1.8446,6.64,1.1545,1.0407,-5.5388,-124.9365,13.2433,25.8838,-20.1708,85.982,1740.0,6.433,Changeup
8805,CH,86.3,2.0179,6.5918,1.0261,0.924,-5.2637,-125.4134,11.9559,24.6454,-20.853,86.687,1653.0,6.545,Changeup
8806,CU,81.6,1.7575,6.8876,-0.4296,-1.0055,-4.9278,-118.3974,-2.8883,25.1803,-39.9946,80.34,2652.0,5.845,Curveball
8807,FF,94.9,1.7131,6.8011,0.4289,1.8039,-5.609,-137.6421,6.7892,34.7689,-7.1323,93.964,2503.0,6.237,4-Seam Fastball
8808,CU,79.9,1.802,6.8173,-0.6734,-0.2474,-4.1919,-116.0384,-5.0489,24.2513,-33.5516,78.728,2541.0,5.843,Curveball
8809,FF,94.9,1.498,6.8552,0.5896,1.7943,-7.4433,-137.5358,9.2321,33.9484,-7.3392,94.035,2410.0,6.264,4-Seam Fastball
8810,CH,86.3,1.9869,6.5688,1.0901,1.1354,-4.6192,-125.4239,12.6506,26.8934,-18.3022,86.901,1761.0,6.876,Changeup
8811,CH,86.4,1.9292,6.5654,1.1946,1.0427,-4.2121,-125.6773,13.7051,27.2642,-19.5472,86.937,1875.0,6.811,Changeup
8812,FF,94.5,1.6436,6.8173,0.3003,1.7083,-4.8172,-137.3058,4.9336,33.6815,-9.6152,93.859,2413.0,6.241,4-Seam Fastball
8813,FF,94.2,1.7267,6.7996,0.5483,1.6654,-5.0919,-136.8971,8.0822,31.915,-9.3871,94.195,2343.0,6.485,4-Seam Fastball
8814,SL,84.3,1.92,6.826,-0.467,0.0979,-5.0692,-122.2569,-3.5803,24.4845,-29.5161,83.291,2420.0,5.844,Slider
8815,CH,84.6,2.0464,6.6439,1.1778,1.2586,-4.6465,-122.8724,12.8978,26.0155,-17.6753,84.476,1848.0,6.469,Changeup
8816,FF,93.8,1.7931,6.7044,0.7294,1.6349,-4.8802,-136.3402,10.2803,31.0842,-9.8774,94.187,2377.0,6.662,4-Seam Fastball
8817,SL,92.9,-2.1624,6.7482,-1.2844,1.3806,7.6627,-134.7072,-17.4118,33.5918,-13.3756,92.246,2546.0,6.432,Slider
8818,CH,88.0,-2.0458,6.6986,-1.4864,0.9195,6.7878,-127.7439,-17.6533,28.5034,-20.9235,87.504,1791.0,6.299,Changeup
8819,FF,94.7,-1.9848,6.6873,-0.8353,1.7924,9.5254,-137.0304,-12.836,34.6058,-7.2635,93.829,2668.0,6.415,4-Seam Fastball
8820,CU,78.9,-1.9804,6.7974,0.905,-1.4988,3.2788,-114.4802,6.8682,24.8046,-44.0965,76.753,2817.0,5.304,Curveball
8821,CU,78.8,-2.1124,6.7703,0.8267,-1.1833,2.7964,-114.3635,6.2882,23.189,-42.4251,76.374,2876.0,4.909,Curveball
8822,CH,88.2,-1.9216,6.7119,-1.6702,0.5661,6.1826,-128.0789,-19.4583,27.2369,-24.8881,87.522,1818.0,6.044,Changeup
8823,SL,87.1,-1.9853,6.7294,0.3213,0.3144,4.7015,-126.6891,2.5169,24.2921,-28.0139,86.641,2676.0,5.883,Slider
8824,SL,86.6,-2.0937,6.7203,0.4186,0.4615,5.2774,-125.9305,3.3387,24.5699,-26.3296,85.784,2813.0,5.714,Slider
8825,FF,95.1,-1.8603,6.7801,-0.978,1.7691,6.6017,-137.986,-13.7396,33.7118,-8.9867,93.455,2625.0,5.701,4-Seam Fastball
8826,FF,94.9,-1.9682,6.7859,-0.9364,1.8489,6.3588,-137.5605,-13.1403,33.3289,-6.9834,93.422,2632.0,5.842,4-Seam Fastball
8827,CU,78.3,-2.0725,6.7825,0.9904,-1.3115,0.2555,-113.6892,8.2042,23.3388,-43.9029,76.606,2817.0,5.464,Curveball
8828,CH,86.7,-2.2314,6.698,-1.6009,0.6646,6.9301,-125.9055,-18.2142,26.4632,-24.4523,85.909,1898.0,5.973,Changeup
8829,FF,93.5,-2.1496,6.7435,-1.0476,1.8385,6.6172,-135.6154,-14.1866,33.6424,-8.9887,91.835,2582.0,5.777,4-Seam Fastball
8830,FF,95.0,1.5745,6.8583,0.5989,1.6782,-6.4888,-138.0993,9.2819,33.6455,-9.1801,95.258,2363.0,6.709,4-Seam Fastball
8831,CH,85.9,2.1492,6.626,1.1323,1.1868,-5.5015,-124.8894,13.085,26.226,-18.6992,86.231,1775.0,6.646,Changeup
8832,CU,79.3,1.7321,6.8388,-0.2649,-0.7063,-3.7677,-115.3154,-1.5504,22.5903,-37.7183,78.014,2598.0,5.537,Curveball
8833,CH,86.3,2.0417,6.5891,1.1182,1.1202,-2.4704,-125.531,12.3496,27.175,-19.2106,86.337,1743.0,6.492,Changeup
8834,FF,94.8,1.5878,6.8518,0.5063,1.8608,-5.339,-137.672,7.758,33.2352,-6.4065,94.952,2357.0,6.687,4-Seam Fastball
8835,CU,80.1,1.6089,6.8137,-0.4477,-0.8462,-2.2022,-116.6012,-3.5675,23.4173,-39.4336,79.458,2503.0,5.977,Curveball
8836,FF,94.4,1.7022,6.7585,0.6123,1.35,-3.8585,-137.3544,8.6321,31.7048,-14.1902,94.446,2357.0,6.417,4-Seam Fastball
8837,CU,80.2,1.8514,6.8995,-0.3636,-0.9719,-1.5149,-116.6282,-2.929,23.0961,-40.4996,79.103,2509.0,5.679,Curveball
8838,CU,78.2,1.7981,6.9064,-0.7234,-0.8857,-2.4555,-113.705,-5.6266,22.2567,-39.6026,77.124,2602.0,5.715,Curveball
8839,CH,86.0,1.9664,6.6169,1.0573,1.0054,-5.3523,-125.0008,12.2641,24.5731,-20.2605,86.531,1796.0,6.635,Changeup
8840,CU,81.0,1.7763,6.8917,-0.4953,-0.5734,-4.3724,-117.7855,-3.6689,22.5411,-36.7391,80.078,2604.0,5.709,Curveball
8841,FF,93.1,1.5916,6.8514,0.444,1.7151,-3.7122,-135.3603,6.3051,31.2148,-9.3556,93.05,2341.0,6.434,4-Seam Fastball
8842,CH,89.3,-2.0591,6.6374,-1.5995,1.0954,6.3766,-129.6693,-19.2281,29.6976,-18.5334,88.49,1840.0,6.119,Changeup
8843,CH,87.7,-1.9858,6.7799,-1.5949,1.0574,7.3097,-127.1761,-18.5902,28.2177,-19.5534,86.593,1831.0,5.962,Changeup
8844,CH,87.4,-1.9898,6.7997,-1.5502,1.036,4.3707,-127.0335,-17.4134,29.5697,-20.468,86.321,1783.0,5.975,Changeup
8845,FF,94.6,-2.0018,6.721,-1.0617,2.0426,4.8246,-137.2455,-14.3014,37.3639,-5.3191,92.802,2687.0,5.917,4-Seam Fastball
8846,FF,94.2,-2.0236,6.8589,-1.2511,1.9236,6.5671,-136.4179,-16.8531,36.405,-6.7747,92.177,2664.0,5.837,4-Seam Fastball
8847,SL,87.0,-2.0352,6.7086,0.2617,0.6107,5.1671,-126.4169,1.5847,27.7749,-25.0924,85.56,2697.0,5.616,Slider
8848,FF,93.6,-1.9923,6.7982,-1.2302,1.9619,9.1113,-135.2784,-16.9191,34.3644,-6.4323,91.424,2652.0,5.734,4-Seam Fastball
8849,CH,86.2,-2.2189,6.7742,-1.7799,0.667,7.4268,-125.0989,-19.8443,26.995,-24.3722,84.982,1847.0,5.805,Changeup
8850,CH,86.3,-2.0457,6.7808,-1.7016,0.9939,9.3011,-124.9426,-19.4855,27.3724,-20.2234,85.007,1864.0,5.932,Changeup
8851,CH,87.5,1.9591,6.6181,0.9171,1.2386,-6.3959,-127.0251,11.39,26.2238,-16.8488,88.05,1691.0,6.781,Changeup
8852,FF,95.7,1.61,6.8408,0.369,1.5913,-6.2719,-138.9391,6.2218,31.3243,-9.2851,95.892,2333.0,6.54,4-Seam Fastball
8853,CH,87.5,1.8581,6.5836,0.9912,1.4178,-6.0189,-127.1641,12.1119,26.8222,-15.1092,87.872,1894.0,6.657,Changeup
8854,CU,82.3,1.6177,6.8632,-0.5899,-1.0427,-3.4648,-119.5366,-4.7437,26.5213,-40.5103,81.137,2712.0,5.946,Curveball
8855,CU,79.4,1.7331,6.9312,-0.4159,-0.786,-2.8043,-115.4843,-3.081,23.1877,-39.0202,78.582,2512.0,5.918,Curveball
8856,SL,86.6,1.6779,6.8471,-0.4511,0.1779,-5.8355,-125.8976,-3.7104,23.5929,-28.9698,86.703,2302.0,6.235,Slider
8857,CU,81.3,1.6996,6.8585,-0.2311,-0.8142,-4.1286,-118.126,-1.3147,22.7449,-38.7467,80.219,2622.0,5.654,Curveball
8858,FF,94.5,1.6352,6.7426,0.6359,1.5635,-6.4289,-137.3715,9.6306,32.9526,-10.5655,94.737,2291.0,6.672,4-Seam Fastball
8859,CU,80.5,1.6781,6.8873,-0.5152,-1.1305,-1.2993,-117.0154,-4.3453,24.9169,-41.8252,79.501,2590.0,5.947,Curveball
8860,FF,93.5,1.7279,6.8035,0.4742,1.433,-4.9411,-136.1171,7.0101,31.0154,-14.2996,93.562,2285.0,6.387,4-Seam Fastball
8861,FF,94.6,1.6905,6.771,0.6727,1.4616,-7.7266,-137.3768,10.3014,31.2821,-12.1883,94.663,2335.0,6.502,4-Seam Fastball
8862,CU,77.3,1.8079,6.9257,-0.6823,-0.8177,-1.8525,-112.398,-5.2455,22.9837,-38.8021,76.199,2486.0,5.826,Curveball
8863,CU,81.6,1.5993,6.8799,-0.5161,-0.8912,-3.9668,-118.5222,-3.8786,26.2204,-39.0351,80.579,2567.0,6.053,Curveball
8864,CU,81.2,1.628,6.8553,-0.553,-0.6257,-3.5643,-117.9947,-4.2864,24.8908,-37.3074,80.119,2364.0,5.869,Curveball
8865,FF,94.8,1.5033,6.8337,0.5546,1.6031,-4.6997,-138.0015,8.1301,31.5687,-10.9569,94.734,2375.0,6.293,4-Seam Fastball
8866,FF,94.6,1.6992,6.8981,0.4707,1.6626,-5.4417,-137.4318,7.1998,31.2492,-9.2594,94.539,2323.0,6.403,4-Seam Fastball
8867,CU,80.7,1.7346,6.8874,-0.2728,-0.5328,-2.4717,-117.2997,-1.971,23.1803,-36.3748,79.709,2367.0,5.766,Curveball
8868,FF,94.8,1.6903,6.8307,0.2917,1.7312,-6.636,-137.6836,5.2667,32.0609,-8.2907,94.876,2290.0,6.55,4-Seam Fastball
8869,CU,76.9,1.7186,6.9924,-0.2214,-0.8252,-3.2239,-111.8097,-1.1444,22.6189,-38.5131,75.603,2400.0,5.665,Curveball
8870,CH,87.7,-1.9736,6.7185,0.687,0.5231,4.8523,-127.5485,6.2388,27.9344,-26.1756,86.538,2512.0,5.724,Changeup
8871,FF,95.9,-1.8443,6.7994,-0.6998,1.7544,8.2805,-139.036,-11.0239,37.4425,-8.7648,94.064,2703.0,5.88,4-Seam Fastball
8872,FF,95.5,-1.7728,6.7988,-0.6811,1.6276,6.8488,-138.6978,-10.3658,35.7516,-10.4706,94.321,2681.0,6.056,4-Seam Fastball
8873,FF,94.2,-1.7401,6.8437,-0.7381,1.766,7.982,-136.457,-10.9794,34.8473,-9.0329,92.357,2684.0,5.808,4-Seam Fastball
8874,FF,95.4,-1.7735,6.7435,-0.6072,1.6441,8.3189,-138.1824,-9.678,34.8907,-9.7681,93.76,2646.0,5.885,4-Seam Fastball
8875,SL,85.5,-1.8434,6.7864,0.4425,0.2025,5.9806,-124.3899,3.3899,23.3432,-29.6091,84.801,2753.0,5.701,Slider
8876,CU,78.6,-1.763,6.8502,0.9048,-0.9093,3.3418,-114.1453,6.8972,22.9263,-39.9105,76.732,2777.0,5.264,Curveball
8877,CU,79.0,-1.8818,6.7968,0.8838,-1.2359,7.4539,-114.5092,5.9159,23.8093,-41.8412,77.111,2861.0,5.443,Curveball
8878,SL,87.6,-1.9468,6.6267,0.5727,0.2392,6.3461,-127.2309,4.7794,26.5492,-28.6735,86.683,2594.0,5.849,Slider
8879,SL,87.9,-2.0641,6.8372,0.331,0.4116,6.0339,-127.56,2.2259,27.2018,-26.511,86.476,2823.0,5.615,Slider
8880,SL,86.6,-2.0786,6.8105,0.5699,0.3262,7.2487,-125.5171,4.283,27.1113,-27.3811,85.029,2681.0,5.644,Slider
8881,SL,85.5,-1.8165,6.7935,0.5618,0.2182,6.7269,-124.008,4.118,27.5107,-28.4297,83.865,2613.0,5.646,Slider
8882,FF,95.0,-1.7853,6.8637,-0.7372,1.603,10.8016,-137.7365,-12.018,35.3014,-10.6467,94.04,2713.0,6.281,4-Seam Fastball
8883,CU,78.1,-1.8784,6.9155,0.8575,-1.1513,6.2919,-113.2964,5.7019,22.8197,-40.9366,75.607,2839.0,4.875,Curveball
8884,FF,96.3,-1.8118,6.7418,-1.2071,1.6858,10.3361,-139.3739,-18.0798,33.7318,-7.9731,95.396,2734.0,6.242,4-Seam Fastball
8885,CU,79.5,-2.1174,6.7264,0.8368,-1.2777,2.9222,-115.4963,6.5004,23.9359,-42.7942,77.291,2992.0,5.058,Curveball
8886,FF,94.5,-1.8688,6.8834,-1.0717,1.87,5.6794,-137.1755,-14.5818,33.2322,-7.781,93.18,2640.0,5.86,4-Seam Fastball
8887,CU,78.7,-1.9615,6.8268,0.9565,-0.8906,3.996,-114.3806,7.3086,22.2214,-39.4478,77.152,2873.0,5.37,Curveball
8888,CU,76.8,-2.0497,6.8347,1.1082,-1.0514,1.2861,-111.6299,8.7388,21.9589,-41.4385,75.601,2833.0,5.687,Curveball
8889,FF,93.7,-1.7514,6.9548,-0.9163,1.9032,6.5691,-135.9062,-12.6171,31.0129,-7.4672,92.481,2613.0,5.836,4-Seam Fastball
8890,CU,80.5,1.6143,6.9031,-0.5554,-0.721,-1.8053,-116.9646,-4.5531,25.4823,-38.0722,79.192,2618.0,5.815,Curveball
8891,FF,94.2,1.6146,6.807,0.3264,1.6524,-3.3513,-137.0331,4.916,34.223,-10.2282,93.872,2353.0,6.41,4-Seam Fastball
8892,FF,95.8,1.665,6.7551,0.2744,1.7553,-4.9988,-139.0704,4.8053,34.6423,-7.2767,95.661,2421.0,6.594,4-Seam Fastball
8893,CU,80.0,1.7708,6.8492,-0.5179,-0.9462,-1.0675,-116.4504,-4.4148,22.5471,-40.1009,79.308,2502.0,5.86,Curveball
8894,CU,79.1,1.6172,6.8751,-0.6399,-0.7536,-2.6105,-114.999,-5.0345,22.3943,-38.654,78.132,2520.0,5.769,Curveball
8895,FF,94.5,1.7979,6.8228,0.4615,1.4301,-4.8288,-137.5553,6.9194,29.9141,-13.1888,94.739,2288.0,6.367,4-Seam Fastball
8896,FF,95.3,1.7593,6.8243,0.5744,1.6289,-4.8389,-138.6287,8.5093,32.0607,-10.2181,95.27,2360.0,6.369,4-Seam Fastball
8897,CU,79.7,1.6057,6.8925,-0.7446,-0.97,-3.1108,-115.8595,-5.9488,23.3812,-41.0915,78.896,2538.0,5.965,Curveball
8898,CU,81.3,1.5965,6.8421,-0.5358,-0.8364,-3.802,-118.1522,-4.135,24.0501,-39.2106,80.357,2513.0,5.867,Curveball
8899,FF,94.8,1.7011,6.8017,0.4982,1.6228,-4.7827,-137.8489,7.4594,31.7823,-10.0701,94.884,2350.0,6.462,4-Seam Fastball
8900,CH,85.5,2.0117,6.5764,1.1428,1.3068,-5.8102,-124.2121,13.014,25.8481,-17.2192,85.37,1791.0,6.383,Changeup
8901,CH,86.8,1.9229,6.6731,1.1204,0.982,-3.1296,-126.2901,12.7152,27.3731,-20.3264,87.07,1727.0,6.614,Changeup
8902,FF,95.6,1.6962,6.808,0.5499,1.4415,-2.8414,-139.1398,7.8922,32.2224,-11.4141,96.372,2383.0,6.794,4-Seam Fastball
8903,CU,79.7,1.6544,6.8565,-0.5609,-1.0558,-0.1147,-115.933,-4.9396,23.9048,-41.4316,78.973,2578.0,6.036,Curveball
8904,FF,95.3,1.5494,6.9109,0.399,1.4996,-3.9385,-138.6554,6.0041,30.8069,-12.0684,95.242,2322.0,6.25,4-Seam Fastball
8905,FF,93.7,1.6922,6.8057,0.4698,1.4251,-4.151,-136.0829,6.8213,31.0136,-12.1156,93.95,2318.0,6.631,4-Seam Fastball
